id,latitude,longitude,ny,wholesaler_distributor,harvester_processor,secondary_processor,auction,harvester_processor_scale,secondary_processor_scale,auction_scale,max_inv,lrfs_business,mwbe,sold_to_nyc,nys_product_purchased,sold_to_NYC,organic
10166,40.646804034388,-73.996649931086,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10167,40.670254298551,-73.783249868171,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10168,40.630519581007,-74.14038112243,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10169,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10170,41.269730013166,-73.853552449822,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10171,40.656180991553,-74.00764047504,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10172,41.984235539301,-73.792225263905,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10173,40.809496089887,-73.246854090663,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10174,40.803922306332,-73.910496430722,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10175,40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10176,42.929257302301,-74.166130923808,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10177,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10178,42.671244960239,-74.503685122333,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10179,40.683341466705,-74.006060570571,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10180,40.663310050803,-73.873770507427,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10181,40.755718147054,-73.929266067605,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10182,40.867112651671,-73.860188617237,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10183,40.647141229419,-74.022635037924,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10184,40.750905399556,-73.858322692887,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10185,41.398046987843,-74.35870041106,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10186,42.906651069581,-78.886292659646,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10187,42.787085715998,-78.786569951508,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10188,41.773321414852,-74.683096121614,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10189,40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10190,42.884910451094,-74.667667338258,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10191,40.669849431428,-73.993079627566,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10192,42.393418227239,-75.174312721573,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10193,41.709563957243,-74.572002318448,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10194,40.726924323247,-73.787952231068,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10195,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10196,43.08725036825,-77.614634818401,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10197,40.810101801229,-73.892025800206,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10198,40.807131615766,-73.887352680504,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10199,40.706948704996,-73.94775065475,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10200,40.647141229419,-74.022635037924,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10201,41.651968896508,-73.802529287714,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10202,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10203,40.804980228,-73.918852295606,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10204,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10205,43.346356390684,-78.463763958052,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10206,42.972681808543,-78.878788641933,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10207,40.720160650092,-73.994181515919,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10208,44.707734323481,-73.540481680079,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10209,40.746172612169,-73.868305945178,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10210,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10211,41.044011382326,-73.979327791276,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10212,40.655783575563,-73.671740912141,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10213,42.705908108622,-73.67556963853,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10214,40.707326483632,-73.934898248423,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10215,43.500955674334,-73.780368798094,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10216,42.717381989307,-76.419041404048,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10217,42.123900467833,-76.039451107856,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10218,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10219,43.166147725921,-77.62363715855,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10220,40.615782905715,-74.004859621187,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10221,43.080263092784,-73.790292541563,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10222,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10223,42.787120598038,-73.999484566509,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10224,40.707449610965,-73.925471947131,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10225,40.659363217884,-73.767738952683,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10226,43.129930070498,-79.014926369367,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10227,40.760135110953,-73.991476316391,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10228,40.955919666313,-73.737083173623,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10229,40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10230,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10231,40.758868593199,-73.935343042813,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10232,40.814009942722,-73.664011379601,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10233,40.715007559233,-73.933640143286,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10234,40.706307477491,-73.623266665732,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10235,42.816557492992,-78.846286860707,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10236,40.612087460644,-73.973538655356,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10237,43.091512480554,-75.195672655615,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10238,43.872933864662,-75.349690640295,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10239,40.63032751147,-74.015031116681,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10240,42.758340094785,-73.695239131674,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10241,40.679270549918,-74.010752909047,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10242,40.61581157939,-74.004829560078,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10243,43.08725036825,-77.614634818401,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10244,42.860576977007,-78.765268786064,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10245,42.862855777122,-78.759160286799,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10246,42.86139926524,-78.760633910989,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10247,42.869437948421,-78.748016878567,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10248,43.033461672767,-73.381828145555,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10249,43.076431293267,-75.752233402072,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10250,40.725523470132,-73.931378815199,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10251,42.883293472894,-78.842024498237,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10252,42.883409547236,-78.841907944967,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10253,42.927294269594,-74.608751843232,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10254,40.748934348444,-73.995745452266,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10255,40.757666187304,-73.928786495187,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10256,42.909537650785,-78.728288608703,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10257,42.8698706391,-78.757949796897,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10258,42.758514917192,-73.704753404214,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
10259,42.744429923596,-76.838003556392,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
10260,40.724748258714,-73.908848357857,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
