company_name,address,latitude,longitude,ny,wholesaler_distributor,harvester_processor,secondary_processor,auction,harvester_processor_scale,secondary_processor_scale,auction_scale,max_inv,lrfs_business,mwbe,sold_to_nyc,nys_product_purchased,sold_to_NYC,organic
"Los Olivos, Ltd.","105 Bi County Boulevard, Farmingdale, NY 11735",40.72567118867,-73.4283262306,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Los Primos Meats Inc.,"305 Maujer Street, Brooklyn, NY 11206",40.712016202359,-73.937471224279,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Lou G Siegel,"58 Dobbin Street, Brooklyn, NY 11222",40.72419303687,-73.953952925478,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Lupo's Quality Deli,"625 Dickson Street, Endicott, NY 13760",42.09466648289,-76.076270882899,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
M&P Production LTD,"830 39th Street, Brooklyn, NY 11232",40.646804034388,-73.996649931086,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
MEAT BAR INC.,"153-07 ROCKAWAY BLVD., JAMAICA, NY 11434",40.670254298551,-73.783249868171,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
MELONE BROTHERS INC,"17 Hooker Place, Staten Island, NY 10302",40.630519581007,-74.14038112243,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
MF Meats,"2063 Allen Street Extension, Falconer, NY 14733",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Macelleria DeMaria LLC,"500 Croton Avenue, Cortland Manor, NY 10567",41.269730013166,-73.853552449822,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Making Ends,"254 36th Street, Brooklyn, NY 11232",40.656180991553,-74.00764047504,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Malafy's Meat Processing, LLC","287 Milan Hill Road, Red Hook, NY 12571",41.984235539301,-73.792225263905,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Mannino's Wholesalers Corp,"35 Marcus Boulevard, Hauppauge, NY 11788",40.809496089887,-73.246854090663,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Marathon Enterprises Inc.,"787 East 138th Street, Bronx, NY 10454",40.803922306332,-73.910496430722,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Master Purveyors, Inc.","355 Food Center Drive Unit B14, Bronx, NY 10474",40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mastroianni Food Distributor,"20 Sam Stratton Road, Amsterdam, NY 12010",42.929257302301,-74.166130923808,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Mathew's Prime Meats, Inc.","245 Route 109, West Babylon, NY 11704",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Meat & Fisheries Processing Laboratory,"State University of New York - Cobleskill 114 Rockland Lane, Cobleskill, NY 12043",42.671244960239,-74.503685122333,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
"Meat King, Inc.","100 Van Brunt Street, Brooklyn, NY 11231",40.683341466705,-74.006060570571,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Meat Palace Corp.,"640 Atkins Avenue, Brooklyn, NY 11208",40.663310050803,-73.873770507427,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mecca Halal Poultry,"36-27 32nd Street, Astoria, NY 11106",40.755718147054,-73.929266067605,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mega Meats,"2824 Boston Post Rd, Bronx, NY 10469",40.867112651671,-73.860188617237,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Midland Meat Packing NY, Inc.","5600 First Avenue A-21, Brooklyn, NY 11220",40.647141229419,-74.022635037924,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Milan Provision Co., Inc.","108-15 Roosevelt Avenue, Corona, NY 11368",40.750905399556,-73.858322692887,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Milmar Food Group II, LLC","One 6 1/2 Station Rd., Goshen, NY 10924",41.398046987843,-74.35870041106,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mineo and Sapio's,"410 Connecticut Street, Buffalo, NY 14213",42.906651069581,-78.886292659646,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Modern Market Wholesale, LLC","3538 California Road, Orchard Park, NY 14127",42.787085715998,-78.786569951508,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mongiello Italian Cheese Specialties,"250 Hilldale Road, Hurleyville, NY 12747",41.773321414852,-74.683096121614,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Moores Specialty Meat Products, Inc.","355 Food Center Drive Unit B22, Bronx, NY 10474",40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Morning Star Poultry,"188 Tanners Rd, Fort Plain, NY 13339",42.884910451094,-74.667667338258,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Mr. Pierogi,"126 12th St, Brooklyn, NY 11215",40.669849431428,-73.993079627566,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
N S Brandon Packing Inc.,"28 Church Street, Otego, NY 13825",42.393418227239,-75.174312721573,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
"NAT KAGAN MEAT & POULTRY, INC.","8 GREEN AVENUE, WOODRIDGE, NY 12789",41.709563957243,-74.572002318448,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
NY Delicacy Inc.,"18006 Union Tpke, Fresh Meadows, NY 11366",40.726924323247,-73.787952231068,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"NYS DOCS, OFFICE OF NUTRITIONAL SERVICES/FOOD PRODUCTION CENTER","EVANS DRIVE, P.O. BOX 4110 BUILDINGS #50 & #55, ROME, NY 13422",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Nathan's Soup & Salad,"900 Jefferson Road Bldg. 3, Rochester, NY 14623",43.08725036825,-77.614634818401,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
National Packing Corp.,"538 Craven Street, Bronx, NY 10474",40.810101801229,-73.892025800206,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Natures Way Food Corp,"336 Barretto Street, Bronx, NY 10474",40.807131615766,-73.887352680504,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
New Cheung's Meat Wholesale In,"55-57 Montrose Ave, Brooklyn, NY 11206",40.706948704996,-73.94775065475,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"New S & N Meat Market, Inc","5600 First Avenue Building A, Unit A14, Brooklyn, NY 11220",40.647141229419,-74.022635037924,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"New York Beef Company, LLC","41 Stringham Road, Poughkeepsie, NY 12603",41.651968896508,-73.802529287714,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"New York Food Service, Inc.","C-16 Hunts Point Co-op Market, Bronx, NY 10474",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
New York Meat and Fish Market,"125-127 Saint Ann's Avenue, Bronx, NY 10454",40.804980228,-73.918852295606,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"New York Meat, Inc.","A-19 Hunt's Point Co-op Market, Bronx, NY 10474",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Niagara Food Specialties USA, Inc.","10190 Roosevelt Highway, Lyndonville, NY 14098",43.346356390684,-78.463763958052,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Niagara Specialty Foods, Inc.","2760 Elmwood Avenue, Kenmore, NY 14217",42.972681808543,-78.878788641933,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Nom Nom Dumplings, LLC.","168 Bowery, New York, NY 10012",40.720160650092,-73.994181515919,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Northern Culinary Brands, LLC","190 Banker Road, Plattsburgh, NY 12901",44.707734323481,-73.540481680079,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Nuevo Mundo Foods LLC,"42-12 Junction Blvd., Corona, NY 11368",40.746172612169,-73.868305945178,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
O. K. Food Products,"Rathbone Avenue, Valatie, NY 12184",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
OMH Cook Chill Production Center,"145 Old Orangeburg Road, Orangeburg, NY 10962",41.044011382326,-73.979327791276,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Old Country Jerky,"49 Atlantic Avenue, Lynbrook, NY 11563",40.655783575563,-73.671740912141,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Old World Provisions Inc.,"12 Industrial Park Rd., Troy, NY 12180",42.705908108622,-73.67556963853,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Orchard Sausages, Inc.","340 Johnson Avenue, Brooklyn, NY 11206",40.707326483632,-73.934898248423,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Oscar's Hickory House Inc.,"22 Raymond Lane, Warrensburg, NY 12885",43.500955674334,-73.780368798094,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Owasco Meat Company,"61 Oak Hill Rd, Moravia, NY 13118",42.717381989307,-76.419041404048,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
PDH Markets,"935 Taft Avenue, Endicott, NY 13760",42.123900467833,-76.039451107856,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Palmer Food Service,"171 Weidner Road, Rochester, NY 14624",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Pane Vita LLC,"10 White Street, Rochester, NY 14608",43.166147725921,-77.62363715855,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Papa Pasquale Ravioli and Pasta Company,"7813 15th Ave, Brooklyn, NY 11228",40.615782905715,-74.004859621187,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Parillo Sausage,"90 Washington Street, Saratoga Springs, NY 12866",43.080263092784,-73.790292541563,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Patla Enterprises, Inc.","7360 State Route 46, Rome, NY 13440",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Pede Brothers Incorporated,"582 Duanesburg Road, Schenectady, NY 12306",42.787120598038,-73.999484566509,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Peking Food LLC,"47 Stewart Avenue, Brooklyn, NY 11237",40.707449610965,-73.925471947131,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Peter's Wholesale Meat Corporation,"148-09 Guy R. Brewer Blvd., Springfield Gardens, NY 11434",40.659363217884,-73.767738952683,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Piatkowski Riteway Meats Inc.,"3555 Witmer Road, Niagara Falls, NY 14305",43.129930070498,-79.014926369367,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Piccinini Brothers, Inc","633 Ninth Avenue, New York, NY 10036",40.760135110953,-73.991476316391,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Picone Meat Specialties LTD,"180 Jefferson Ave, Mamaroneck, NY 10543",40.955919666313,-73.737083173623,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Plymouth Beef Company, Inc.","355 Food Center Drive, Bronx, NY 10474",40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Pork King Sausage, Inc.","F-22 Hunts Point Coop Market, Bronx, NY 10474",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Premier Meat Processing LLC,"36-16 23rd Street, Astoria, NY 11106",40.758868593199,-73.935343042813,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Prime Food Distributor, Inc.","80 Seaview Boulevard, Port Washington, NY 11050",40.814009942722,-73.664011379601,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Prime Food Processing, LLC","300 Vandervoort Ave., Brooklyn, NY 11211",40.715007559233,-73.933640143286,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Punto Rojo Empanadas Corp.,"305 Font Street, Hempstead, NY 11550",40.706307477491,-73.623266665732,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Queen City Fresh Foods, LLC","2520 Hamburg Turnpike, Lackawanna, NY 14218",42.816557492992,-78.846286860707,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"RHOSEY LLC   Rhosey, LLC","1677 McDonald Avenue, Brooklyn, NY 11230",40.612087460644,-73.973538655356,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"ROMA SAUSAGE, INC.","2029 BLEECKER STREET, UTICA, NY 13501",43.091512480554,-75.195672655615,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Red Barn Meats, Inc.","9095 Briot Road, Croghan, NY 13327",43.872933864662,-75.349690640295,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Red Bowl Food Corporation,"6904 8th Ave, Brooklyn, NY 11228",40.63032751147,-74.015031116681,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Reliable Brothers,"185 Cohoes Ave, Green Island, NY 12183",42.758340094785,-73.695239131674,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Reliable Wholesale Meats,"306 Van Brunt Street, Brooklyn, NY 11231",40.679270549918,-74.010752909047,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Romeo Foods Inc,"7807 15th Avenue, Brooklyn, NY 11228",40.61581157939,-74.004829560078,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Rosenkrans Natural Beef Company, LLC","900 Jefferson Road Suite 5, Rochester, NY 14623",43.08725036825,-77.614634818401,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Rosina Food Products, Inc.","3100 Clinton Street, West Seneca, NY 14224",42.860576977007,-78.765268786064,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Rosina Food Products, Inc.","75 Empire Drive, West Seneca, NY 14224",42.862855777122,-78.759160286799,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Rosina Food Products, Inc.","160 Empire Drive, Buffalo, NY 14224",42.86139926524,-78.760633910989,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Rosina Food Products. Inc.,"75 Industrial Parkway, Cheektowaga, NY 14227",42.869437948421,-78.748016878567,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Rural Foods, LLC","41 North Union Street, Cambridge, NY 12186",43.033461672767,-73.381828145555,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
SALARINO'S ITALIAN FOOD INC.,"110 JAMES STREET, CANASTOTA, NY 13032",43.076431293267,-75.752233402072,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
SON AND SONS TRADING CO. INC.,"518 GARDNER AVENUE, BROOKLYN, NY 11222",40.725523470132,-73.931378815199,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Sahlen Packing Co., Inc.","327 Howard Street, Buffalo, NY 14206",42.883293472894,-78.842024498237,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Sahlen Packing Company, Inc.","318 Howard Street, Buffalo, NY 14206",42.883409547236,-78.841907944967,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Salsabil Meat Processing,"12 Ehle Street, Nelliston, NY 13410",42.927294269594,-74.608751843232,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Salumeria Biellese Inc.,"376-378 8th Avenue, NYC, NY 10001",40.748934348444,-73.995745452266,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Samossa Bites,"35-27 31st Street, Long Island City, NY 11106",40.757666187304,-73.928786495187,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Santora Foods LLC,"2928 Walden Avenue, Depew, NY 14043",42.909537650785,-78.728288608703,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Schneider's Fish and Seafood Corp.,"2150 Old Union Road, Cheektowaga, NY 14227",42.8698706391,-78.757949796897,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Schonwetter Enterprises, Inc., DBA Bilinski's Sausage Mfg Co.","41 Lark Street, Cohoes, NY 12047",42.758514917192,-73.704753404214,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Schrader Farms, LLC","1937 Somerville Road, Romulus, NY 14541",42.744429923596,-76.838003556392,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Schreiber Processing Corporation,"56-20 59th Street, Maspeth, NY 11378",40.724748258714,-73.908848357857,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Seven Nation Food Company,"389 East 3rd Street, Mount Vernon, NY 10550",40.909937443992,-73.822353621227,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Seviroli Foods, LLC","60 Davids Drive, Hauppauge, NY 11530",40.818855162488,-73.261352992832,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Seviroli Foods, LLC","601-557-563-579 Brook Street, Garden City, NY 11530",40.728255460326,-73.611035072461,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Shah's Halal Food & Products Inc.,"138 - 62 94th Avenue, Jamaica, NY 11435",40.697837775048,-73.810418338126,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Shahs Halal New Horizons Processing, Inc.","6500 New Horizons Blvd, Amityville, NY 11701",40.703403787704,-73.397826132926,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Shale Spring Meats, LLC","10647 Kelsey Road West, Clyde, NY 14433",43.112395189511,-76.878845590827,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Sir Delicious,"1717 Clifford Ave, Rochester, NY 14609",43.175764915375,-77.575721687887,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Slaughter House Inc.,"151-24 Beaver Road, Jamaica, NY 11433",40.699506437516,-73.802550262687,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Sonny's 10th Avenue Meat Market Inc.,"758 10th Avenue, New York, NY 10019",40.765631460056,-73.991011036872,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Stamford Smokehouse LLC,"103 Main Street, Stamford, NY 12167",42.408284101479,-74.617133984449,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Star Natural Meats LLC,"4505 Ditmars Boulevard, Astoria, NY 11105",40.770813222032,-73.903060909508,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Steuben Foods Inc.,"1150 Maple Road, Elma, NY 14059",42.800150393391,-78.621477329907,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Stevens Brothers, LLC","392 Goshen Road, Panama, NY 14767",42.016504009875,-79.499430597637,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Sun Ming Jan Inc.,"145 Noll Street, Brooklyn, NY 11206",40.703163395679,-73.930991211443,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Sunny Savory,"36-12 48th Avenue, Long Island City, NY 11101",40.740413305653,-73.929507619049,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Swan Market,"433 Parsells Avenue, Rochester, NY 14609",43.165784019336,-77.566697092367,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
T & B Food Corp.,"15-10 130th Street, College Point, NY 11356",40.784505134885,-73.838619668545,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
T&L Creative Salads,"148 Allen Blvd, Farmingdale, NY 11735",40.716038216464,-73.416024736591993,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"TC Provisions, Inc.","31 Heisser Court, Farmingdale, NY 11735",40.725919338314,-73.45328690277,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
TCM Foods,"175 Clearbrook Road, Elmsford, NY 10523",41.073234039369,-73.814144008552,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"TMAC Food Services, Inc.","116 Michigan Avenue, Buffalo, NY 14204",42.874186378765,-78.871464458997,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"TOWER ISLE'S FROZEN FOODS, LTD","2025 ATLANTIC AVENUE, BROOKLYN, NY 11233",40.676552861968,-73.913764191344,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Table 87 Frozen, LLC","145 42nd Street, Brooklyn, NY 11232",40.654351854346,-74.01342744627,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Textured Food Innovations, LLC","552 Westbury Ave, Carle Place, NY 11514",40.751421587042,-73.603612544616,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"The Alps Provision Co., Inc.","22-70 45th Street, Long Island City, NY 11105",40.769606078833,-73.904753751219,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
The Craft Cannery,"7100 Apple Tree Avenue, Bergen, NY 14416",43.072037528383,-77.940780675992,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"The Gilded Kitchen, Inc.","228 Duffield Street, Brooklyn, NY 11201",40.69157676531,-73.984443490356,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"The Original Crunch Roll Factory, LLC","75 Bourne Street, Westfield, NY 14787",42.331926483995,-79.579728562665,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
The Pierogi Guy,"462 Elmridge Center Drive, Rochester, NY 14626",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Timberline Meats, LLC","4342 John Green Rd, Dundee, NY 14837",42.553508876173,-77.035010100872,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
"Tomoe Food Services, Inc.","355 Food Center Drive, Building D18-D-21, Bronx, NY 10474",40.806204912953,-73.871041997208,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Top Taste Food, Inc.","95 13th Street, Brooklyn, NY 11215",40.670296422307,-73.995470068039,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Total Product Distributor Inc.,"48 Brooklyn Terminal Market, Brooklyn, NY 11236",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Treasure Isle Foods,"164 Second Street, Mineola, NY 11501",40.741947802706,-73.638710307861,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Tri-Town Packing Corporation,"922 County Route 53, Brasher Falls, NY 13613",44.860711739671,-74.789785865681,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Trinity Meat Company LLC,"3487 State Highway 205, Hartwick, NY 13348",42.653707523286,-75.049361909391,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Tuv Taam Corp,"502 Flushing Avenue, Brooklyn, NY 11205",40.699339340399,-73.953435160491,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Twin Marquis, LLC","7 Bushwick Place, Brooklyn, NY 11206",40.707857052875,-73.938481044297,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"U.F.S. Industries, Inc.","300 North MacQuesten Parkway, Mount Vernon, NY 10550",40.917937228091,-73.845158917424,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
US Foods Inc,"4900 Lake Avenue, Blasdell, NY 14219",42.796856853993,-78.799646973604,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"US Meat Processing, LLC","1973 Steinway  Street, Astoria, NY 11105",40.776916860238,-73.900993157845,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"United Meat Products, Inc.","50 SawGrass Drive, Bellport, NY 11713",40.802789445898,-72.948956303944,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
VM LA Sultana Products Corp,"6978 75th Street, Middel Village, NY 11379",40.707506728489,-73.875792578055,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"VSM NY Distribution, LLC/Fairway Market Distribution Center","400 Walnut Ave, Bronx, NY 10454",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Valley Meat Packing Corp.,"2812 Settle Road, Newark Valley, NY 13811",42.191327434672,-76.117897289526,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
"Veselka Lorimer Commissary, LLC","646 Lorimer Street, Brooklyn, NY 11211",40.71642807779,-73.949674098375,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Victor Provisions,"340 B Stagg Street, Brooklyn, NY 11206",40.710248905413,-73.935083363476,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Vito A Sindoni & Son Packing Co., LLC","1070 Settles Hill Road, Altamont, NY 12009",42.748758379794,-74.045159703306,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
WING Y Meats Inc.,"14 Varick Street, Brooklyn, NY 11222",40.726468658338,-73.935985862022,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Wan Rong Trading Corp., DBA Taihe Trading Corp.","4843 32nd Place, Long Island City, NY 11101",40.740199224045,-73.93344620091,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Wang Cai Enterprise, Inc.","3912 47th Avenue, Sunnyside, NY 11104",40.741915572775,-73.926139747369,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Wang Shi Corporation,"47-31 35th Street, Long Island City, NY 11101",40.741847389365,-73.9302711571,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Warsaw Packing Co.,"3865 Miller Rd   PO Box 137, Warsaw, NY 14569",42.700064295769,-78.130265749386,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
"Water Lilies Food, LLC","1724 5th Avenue, Unit 3, Bayshore, NY 11706",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Wegmans Food Markets,"360 Wegmans Market Street, Rochester, NY 14624",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Wei Ming USA, Inc.","5301 Grand Avenue Number B, Maspeth, NY 11378",40.717838124821,-73.918006252148,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Weichsel Beef,"310 Van Brunt Street, Brooklyn, NY 11231",40.679196292891,-74.010840381304,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
White Eagle Packing Company Inc.,"922 Congress Street, Schenectady, NY 12303",42.79863291276,-73.953207420536,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"White Lake Foods, LLC","14 Chicken Plant Lane, Ferndale, NY 12762",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Whiteman Meat Processing,"3 Dock Street, Dansville, NY 14437",42.562132413635,-77.706730585317,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"Whitsons Food Services (Bronx), LLC","5600 First Avenue Building C, Brooklyn, NY 11220",40.647141229419,-74.022635037924,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
Wilson Beef Farms LLC,"10751 Hess Road, Canaseraga, NY 14822",42.466426173393,-77.751639592776,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0
Zweigle's Inc.,"651 Plymouth Ave North, Rochester, NY 14608",43.16396711832,-77.625638287888,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0
"3G WAREHOUSE, INC.","565 BROADHOLLOW RD STE 1, FARMINGDALE, NY 11735",40.721016038179,-73.425408823944,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
A&J CRANE SERVICE INC.,"121 WYANDANCH AVE, WYANDANCH, NY 11798",40.741699011248,-73.359750347162,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"AFM TRUCKING, LLC","26 AVERILL DR, MAHOPAC, NY 10541",41.387744515189,-73.732665704696,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
"ALLEN & DAUGHTERS TRUCKING, LLC","219 WHITE CREEK RD, NEWPORT, NY 13416",43.166316964309,-74.998463072863,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1
