latitude,longitude,company_name,street_address,city,state,zip_code,ny,wholesaler_distributor,harvester_processor,secondary_processor,harvester_processor_scale,secondary_processor_scale,max_inv,lrfs_business,mwbe,sold_to_nyc,nys_product_purchased,sold_to_NYC,organic,address
40.788960071939,-73.813536465511,"Dim Sum Factory, Inc.",15011 14th Avenue,Whitestone,NY,11357,1,0,0,1,0,0,0,0,0,0,0,NA,0,"15011 14th Avenue, Whitestone, NY 11357"
40.75437951929,-73.827798823617,"Dim Sum Factory, Inc.",4235 Main Street Unit CC,Flushing,NY,11355,1,0,0,1,0,0,0,0,0,0,0,NA,0,"4235 Main Street Unit CC, Flushing, NY 11355"
43.099572298104,-75.216257065311,"Dino's Sausage & Meat Co., Inc.",722 Catherine Street,UTICA,NY,13501,1,0,0,1,0,0,0,0,0,0,0,NA,0,"722 Catherine Street, UTICA, NY 13501"
43.170182626624,-76.302623897948,"Diverse Food Products, LLC",8242 Loop Road,Baldwinsville,NY,13027,1,0,0,1,0,0,0,0,0,0,0,NA,0,"8242 Loop Road, Baldwinsville, NY 13027"
42.746402847988,-74.015209332966,Double L Ranch Inc.,7181 Dunnsville Road,Altamont,NY,12009,1,0,1,1,0,0,0,0,0,0,0,NA,0,"7181 Dunnsville Road, Altamont, NY 12009"
41.98068740299,-73.804697501042,"Down the Road Butchery, LLC",174 Battenfield Road,Milan,NY,12571,1,0,0,1,0,0,0,0,0,0,0,NA,0,"174 Battenfield Road, Milan, NY 12571"
40.751347228368,-73.950595132333,DuFour Gourmet,4337 9th Street,Long Island City,NY,11101,1,0,0,1,0,0,0,0,0,0,0,NA,0,"4337 9th Street, Long Island City, NY 11101"
42.718981881152,-77.264452690121,Dudley Poultry Company,910 State Route 245,Middlesex,NY,14507,1,0,0,1,0,0,0,0,0,0,0,NA,0,"910 State Route 245, Middlesex, NY 14507"
40.806204912953,-73.871041997208,"E123 Enterprises, LLC",355 Food Center Drive E3,Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"355 Food Center Drive E3, Bronx, NY 10474"
42.960883380481,-73.392152239612,Eagle Bridge Custom Meat and Smokehouse,139 Center Road,Eagle Bridge,NY,12057,1,0,1,1,0,0,0,0,0,0,0,NA,0,"139 Center Road, Eagle Bridge, NY 12057"
42.690463225002,-73.783222337516,"Edelweiss Meat Company, LLC",12 Old Myers Drive,Albany,NY,12205,1,0,0,1,0,0,0,0,0,0,0,NA,0,"12 Old Myers Drive, Albany, NY 12205"
42.8754567767,-78.828658734277,"Elk Provision Co., Inc.",1260 Clinton Street,Buffalo,NY,14206,1,0,0,1,0,0,0,0,0,0,0,NA,0,"1260 Clinton Street, Buffalo, NY 14206"
NA,NA,Empire Custom Processing LLC,430 NYS Route 8,Bridgewater,NY,13313,1,0,1,1,0,0,0,0,0,0,0,NA,0,"430 NYS Route 8, Bridgewater, NY 13313"
43.03399830034,-74.354563571981,"Espuna, LLC",20 Harrison Street,Gloversville,NY,12078,1,0,0,1,0,0,0,0,0,0,0,NA,0,"20 Harrison Street, Gloversville, NY 12078"
41.59662946458,-74.923726563251,"European Food Market, LLC",364 Ryer Road,Narrowsburg,NY,12764,1,0,0,1,0,0,0,0,0,0,0,NA,0,"364 Ryer Road, Narrowsburg, NY 12764"
40.806204912953,-73.871041997208,F-16 Custom Cuts LLC,355 Food Center Drive Unit F16,Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"355 Food Center Drive Unit F16, Bronx, NY 10474"
40.733580314666,-73.446070655814,"Farmingdale Meat Market, Inc., DBA Main Street Wholesale Meats",210 Main Street,Farmingdale,NY,11735,1,0,0,1,0,0,0,0,0,0,0,NA,0,"210 Main Street, Farmingdale, NY 11735"
43.111908154675,-78.918087668874,"Finger Food Products, LLC",6400 Inducon Drive West,Sanborn,NY,14132,1,0,0,1,0,0,0,0,0,0,0,NA,0,"6400 Inducon Drive West, Sanborn, NY 14132"
40.740710215968,-73.958563810251,"Five Goods, Inc.",239 54th Avenue,Long Island City,NY,11101,1,0,0,1,0,0,0,0,0,0,0,NA,0,"239 54th Avenue, Long Island City, NY 11101"
40.750538402597,-73.501902095334,"Five Star Food Products, Inc.",999 South Oyster Bay Road Building 400,Bethpage,NY,11714,1,0,0,1,0,0,0,0,0,0,0,NA,0,"999 South Oyster Bay Road Building 400, Bethpage, NY 11714"
40.707453010509,-73.87576411075,"Five Star Meat, Inc., DBA Emir Halal",69-80 75th Street,Middle Village,NY,11379,1,0,0,1,0,0,0,0,0,0,0,NA,0,"69-80 75th Street, Middle Village, NY 11379"
NA,NA,"Fleish Yavesh, Inc.",11 Prospect Ave.,Hewlett,NY,11557,1,0,0,1,0,0,0,0,0,0,0,NA,0,"11 Prospect Ave., Hewlett, NY 11557"
40.710074483573,-73.93683088655,Flushing Meat,306 Stagg Street,Brooklyn,NY,11206,1,0,0,1,0,0,0,0,0,0,0,NA,0,"306 Stagg Street, Brooklyn, NY 11206"
NA,NA,Ford Brothers Wholesale Meats Inc,9129 Rt 219,West Valley,NY,14171,1,0,0,1,0,0,0,0,0,0,0,NA,0,"9129 Rt 219, West Valley, NY 14171"
40.706679059436,-73.902876952543,"Forest Pork Store, Inc.",6639 Forest Avenue,Ridgewood,NY,11385,1,0,0,1,0,0,0,0,0,0,0,NA,0,"6639 Forest Avenue, Ridgewood, NY 11385"
42.887910822145,-78.841957154129,"Frank Wardynski & Sons, Inc.",336 Peckham Street,Buffalo,NY,14206,1,0,0,1,0,0,0,0,0,0,0,NA,0,"336 Peckham Street, Buffalo, NY 14206"
43.123534501133,-76.129144279896,"G & L Meat Company, Inc.",111 Gateway Park Drive,North Syracuse,NY,13212,1,0,0,1,0,0,0,0,0,0,0,NA,0,"111 Gateway Park Drive, North Syracuse, NY 13212"
40.719084734031,-73.734234429598,"GB Green Gastronome, LLC",220-13 Jamaica Avenue,Queens Village,NY,11428,1,0,0,1,0,0,0,0,0,0,0,NA,0,"220-13 Jamaica Avenue, Queens Village, NY 11428"
42.827433896933,-73.967331884955,Gabriele Properties Holding LLC,255 Mohawk Avenue,Scotia,NY,12302,1,0,0,1,0,0,0,0,0,0,0,NA,0,"255 Mohawk Avenue, Scotia, NY 12302"
40.806204912953,-73.871041997208,"Garden Manor Farms, Inc.",355 Food Center Unit F-11,Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"355 Food Center Unit F-11, Bronx, NY 10474"
40.806204912953,-73.871041997208,Glatt Boy's Inc.,355 Food Center Drive E-14,Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"355 Food Center Drive E-14, Bronx, NY 10474"
44.648746547774,-75.049981209821,Glazier Packing Company Inc.,7170 US HIghway 11,Potsdam,NY,13676,1,0,0,1,0,0,0,0,0,0,0,NA,0,"7170 US HIghway 11, Potsdam, NY 13676"
40.841723280599,-73.902355514624,Golden Krust Patties Inc.,3958 Park Avenue,Bronx,NY,10457,1,0,0,1,0,0,0,0,0,0,0,NA,0,"3958 Park Avenue, Bronx, NY 10457"
40.806204912953,-73.871041997208,"Golden Meat Co., LLC","355 Food Center Drive Units #D22, D23, D24",Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"355 Food Center Drive Units #D22, D23, D24, Bronx, NY 10474"
42.938068421724,-78.904006704173,"Gondola Brand Macaroni Products, Inc",1985 Niagara Street,Buffalo,NY,14207,1,0,0,1,0,0,0,0,0,0,0,NA,0,"1985 Niagara Street, Buffalo, NY 14207"
40.665603190338,-73.779077448099,"Gourmet Boutique, LLC",144-02 158th Street,Jamaica,NY,11434,1,0,0,1,0,0,0,0,0,0,0,NA,0,"144-02 158th Street, Jamaica, NY 11434"
40.662210103008,-73.775148982608,"Gourmet Boutique, LLC SAT",165-35 145th Drive,Jamaica,NY,11434,1,0,0,1,0,0,0,0,0,0,0,NA,0,"165-35 145th Drive, Jamaica, NY 11434"
40.712023422615,-73.936998920536,Green Top Farms,324 Maujer Street,Brooklyn,NY,11206,1,0,0,1,0,0,0,0,0,0,0,NA,0,"324 Maujer Street, Brooklyn, NY 11206"
42.540225301408,-78.030291126672,Grizzly's Custom Cutting Inc.,10042 South River Road,Hunt,NY,14846,1,0,1,1,0,0,0,0,0,0,0,NA,0,"10042 South River Road, Hunt, NY 14846"
42.902736835794,-77.304365231719,Grossglockner Inc.,2640 Brickyard Road,Canandaiqua,NY,14424,1,0,0,1,0,0,0,0,0,0,0,NA,0,"2640 Brickyard Road, Canandaiqua, NY 14424"
42.912225521527,-77.30760113428,"Grossglockner, Inc.",5560 Airport Road,Canadaigua,NY,14424,1,0,0,1,0,0,0,0,0,0,0,NA,0,"5560 Airport Road, Canadaigua, NY 14424"
40.803340449611,-73.516077641435,HM Halal Munchies Corp.,300 Michael Drive,Syosset,NY,11791,1,0,0,1,0,0,0,0,0,0,0,NA,0,"300 Michael Drive, Syosset, NY 11791"
40.784505134885,-73.838619668545,HTE Food Corp.,1510  130th Street Unit C,College Point,NY,11356,1,0,0,1,0,0,0,0,0,0,0,NA,0,"1510  130th Street Unit C, College Point, NY 11356"
41.696392142038,-74.798518286784,"HVFG, LLC",346 Airport Road,Mongaup Valley,NY,12762,1,0,0,1,0,0,0,0,0,0,0,NA,0,"346 Airport Road, Mongaup Valley, NY 12762"
40.802835947232,-73.92025355187,"Ham Slices, LLC",600 East 132nd Street Unit B,Bronx,NY,10454,1,0,0,1,0,0,0,0,0,0,0,NA,0,"600 East 132nd Street Unit B, Bronx, NY 10454"
42.041774904304,-76.858309503431,Hamilton Meats Supply Inc.,1451 Pennsylvania Avenue,Pine City,NY,14871,1,0,0,1,0,0,0,0,0,0,0,NA,0,"1451 Pennsylvania Avenue, Pine City, NY 14871"
42.919150008994,-78.796199915088,Hanzlian's Sausage & Deli,2351 Genesee Street,Cheektowaga,NY,14225,1,0,0,1,0,0,0,0,0,0,0,NA,0,"2351 Genesee Street, Cheektowaga, NY 14225"
43.240187982647,-78.589204413651,Hartland Abattoir Corp,7968 Ridge Road,Gasport,NY,14067,1,0,1,1,0,0,0,0,0,0,0,NA,0,"7968 Ridge Road, Gasport, NY 14067"
40.70995408711,-73.938120717684,"Hearty Acquisitions, LLC",276 Stagg Street,Brooklyn,NY,11206,1,0,0,1,0,0,0,0,0,0,0,NA,0,"276 Stagg Street, Brooklyn, NY 11206"
40.806700580443,-73.888204005248,"Heinsen Products, Inc.",320 Casanova Street,Bronx,NY,10474,1,0,0,1,0,0,0,0,0,0,0,NA,0,"320 Casanova Street, Bronx, NY 10474"
40.703331908571,-73.629149392841,Hempstead Foodservice Inc.,52 Chasner Street,Hempstead,NY,11550,1,0,0,1,0,0,0,0,0,0,0,NA,0,"52 Chasner Street, Hempstead, NY 11550"
42.652687484259,-74.287122033618,"Highland Hollow Farm, LLC",322 Colby Road,Schoharie,NY,12157,1,0,0,1,0,0,0,0,0,0,0,NA,0,"322 Colby Road, Schoharie, NY 12157"
42.466923380725,-73.41521746832,Hilltown Country Smokehouse LLC,786 US Route 20,New Lebanon,NY,12125,1,0,0,1,0,0,0,0,0,0,0,NA,0,"786 US Route 20, New Lebanon, NY 12125"
42.369375405757,-73.431167714274,Hilltown Pork Inc.,12948 State Route 22,Canaan,NY,12029,1,0,1,1,0,0,0,0,0,0,0,NA,0,"12948 State Route 22, Canaan, NY 12029"
43.09469751522,-76.090568618898,Hofmann Sausage,6196 Eastern Avenue,Syracuse,NY,13211,1,0,0,1,0,0,0,0,0,0,0,NA,0,"6196 Eastern Avenue, Syracuse, NY 13211"
40.706831006943,-73.928554594026,Hoskie Co. Inc.,132 Harrison Place,Brooklyn,NY,11237,1,0,0,1,0,0,0,0,0,0,0,NA,0,"132 Harrison Place, Brooklyn, NY 11237"
40.679720123905,-73.969364421608,"House of Solomon, LLC",611 Bergen Street,Brooklyn,NY,11238,1,0,0,1,0,0,0,0,0,0,0,NA,0,"611 Bergen Street, Brooklyn, NY 11238"
40.65272378152,-74.00964732357,Huang's Meat Trading,4114 3rd Avenue Store Front,Brooklyn,NY,11232,1,0,0,1,0,0,0,0,0,0,0,NA,0,"4114 3rd Avenue Store Front, Brooklyn, NY 11232"
42.258387385717,-73.792960668792,"Hudson Foods Venture, LLC",7 Dock Street,Hudson,NY,12534,1,0,0,1,0,0,0,0,0,0,0,NA,0,"7 Dock Street, Hudson, NY 12534"
42.466474806281,-73.463665591676,"Hudson Valley Charcuterie, LLC",111 County Route 34,East Chatham,NY,12060,1,0,0,1,0,0,0,0,0,0,0,NA,0,"111 County Route 34, East Chatham, NY 12060"
40.995338732651,-73.664753948158,Hudson Valley Craft Sausage LLC,72 Grace Church Street,Port Chester,NY,10573,1,0,0,1,0,0,0,0,0,0,0,NA,0,"72 Grace Church Street, Port Chester, NY 10573"
NA,NA,"Ian's Corporation, DBA Hudson River Foods",22 Hamilton Way,Castleton,NY,12033,1,0,0,1,0,0,0,0,0,0,0,NA,0,"22 Hamilton Way, Castleton, NY 12033"
40.663444096878,-73.997008877198,"JAS Meats, Inc.",136 21st Street,Brooklyn,NY,11232,1,0,0,1,0,0,0,0,0,0,0,NA,0,"136 21st Street, Brooklyn, NY 11232"
40.841895755288,-73.924641238346,JD Meat Market,1375 Ogden Avenue,Bronx,NY,10452,1,0,0,1,0,0,0,0,0,0,0,NA,0,"1375 Ogden Avenue, Bronx, NY 10452"
42.129301918105,-76.821970287953,JDM Specialty Foods,250 East 14th Street,Elmira,NY,14903,1,0,0,1,0,0,0,0,0,0,0,NA,0,"250 East 14th Street, Elmira, NY 14903"
NA,NA,JOSEF MEILLER SLAUGHTERHOUSE INC.,ROUTE 199 P.O. BOX 131,PINE PLAINS,NY,12567,1,0,1,1,0,0,0,0,0,0,0,NA,0,"ROUTE 199 P.O. BOX 131, PINE PLAINS, NY 12567"
